block_num,token_x,token_y,sender,opt,opt_time,amount
4535419,STC::STC,FAI::FAI,0xbfee7b54e271648e93eb23b4e71a4f50,add_liquidity,2022/3/5 10:18,"(21038039483499, 2039008876209)"
4535428,STC::STC,STAR::STAR,0x26cceafbe90efbe454531e1bbda56989,add_liquidity,2022/3/5 10:19,"(3680147801121, 20000000000000)"
4535433,STC::STC,STAR::STAR,0x35312da024d45453b7f79d052f1b83aa,add_liquidity,2022/3/5 10:20,"(99934433803, 541654270861)"
4535433,STC::STC,STAR::STAR,0xf77d889d6677bf38f23b5584c69d1c3f,add_liquidity,2022/3/5 10:20,"(319342502998, 1730986456512)"
4535437,STC::STC,STAR::STAR,0x26cceafbe90efbe454531e1bbda56989,add_liquidity,2022/3/5 10:20,"(3506971630320, 19009434505128)"
4535445,STC::STC,FAI::FAI,0x5d2b0cd44dd24ab3c4f490dad0f1189d,add_liquidity,2022/3/5 10:21,"(5004363627099, 481281890090)"
4535455,STC::STC,FAI::FAI,0x99a2babc0cebd310720e887488a249e2,add_liquidity,2022/3/5 10:22,"(10046857014904, 951522509066)"
4535456,STC::STC,FAI::FAI,0xbfee7b54e271648e93eb23b4e71a4f50,add_liquidity,2022/3/5 10:22,"(21666481668422, 2051999443128)"
4535485,STC::STC,STAR::STAR,0x5d2b0cd44dd24ab3c4f490dad0f1189d,add_liquidity,2022/3/5 10:24,"(3734372141, 20000000000)"
4535518,STC::STC,STAR::STAR,0x04335f23862c189069639a1bfe651399,add_liquidity,2022/3/5 10:27,"(532890963833, 2862843157435)"
4535526,STC::STC,FAI::FAI,0x890c7d48c047d01dea2a06b9dd025032,add_liquidity,2022/3/5 10:28,"(7391101990153, 700000000000)"
4535538,STC::STC,FAI::FAI,0xbfee7b54e271648e93eb23b4e71a4f50,add_liquidity,2022/3/5 10:29,"(21291622616808, 2016497113911)"
4535550,STC::STC,FAI::FAI,0xd290d389077f6ba404520cf2a40a6f46,add_liquidity,2022/3/5 10:30,"(7391101990153, 700000000000)"
4535566,STC::STC,FAI::FAI,0x581367e9e962ee249fbd6e9ef3e0ff99,add_liquidity,2022/3/5 10:31,"(5320204511581, 500000000000)"
4535570,STC::STC,STAR::STAR,0xa44004308188a371af871c32d3c93188,add_liquidity,2022/3/5 10:31,"(21824723518, 117248676797)"
4535584,STC::STC,FAI::FAI,0x6bf40816f188ba5a49c523d579d7442b,add_liquidity,2022/3/5 10:32,"(7448286316213, 700000000000)"
4535591,STC::STC,FAI::FAI,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,add_liquidity,2022/3/5 10:33,"(3656753900953, 343666666666)"
4535629,STC::STC,FAI::FAI,0x49d57f18095a3efab174a2ccbc225d14,add_liquidity,2022/3/5 10:36,"(11055896016729, 1038000000000)"
4535646,STC::STC,FAI::FAI,0xbfee7b54e271648e93eb23b4e71a4f50,add_liquidity,2022/3/5 10:37,"(14895591755311, 1398495808808)"
4535663,STC::STC,STAR::STAR,0x9749fb17f65fe5f5b83ded7b69436582,add_liquidity,2022/3/5 10:39,"(21127515663817, 96824225720577)"
4535697,STC::STC,STAR::STAR,0xe34fdec2d1dfc69064bb203b129818a3,add_liquidity,2022/3/5 10:42,"(999534772675, 4501187232855)"
4535732,STC::STC,STAR::STAR,0xb9c17e73f4d6eac8c88ba0f296fe4ce5,add_liquidity,2022/3/5 10:45,"(1699495480035, 7653307884983)"
4535747,STC::STC,STAR::STAR,0xe34fdec2d1dfc69064bb203b129818a3,add_liquidity,2022/3/5 10:46,"(4028153371845, 17771473624754)"
4535760,STC::STC,FAI::FAI,0x16c18267bc7066489b300ea431c08ee9,add_liquidity,2022/3/5 10:47,"(106511522319, 10000000000)"
4535765,STC::STC,FAI::FAI,0x236e3246c470de88dcf2657579d0ad60,add_liquidity,2022/3/5 10:48,"(734929504002250, 69000000000000)"
4535810,STC::STC,STAR::STAR,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,add_liquidity,2022/3/5 10:51,"(822797376832, 3642926207795)"
4535819,STC::STC,STAR::STAR,0xd4aebcce7cbac2c6823c073e4aaa5450,add_liquidity,2022/3/5 10:53,"(230000000000, 1017161667466)"
4535822,STC::STC,FAI::FAI,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,add_liquidity,2022/3/5 10:53,"(2130230446394, 200000000001)"
4535840,STC::STC,STAR::STAR,0x4d676da54966d8f7c6c976df744c7472,add_liquidity,2022/3/5 10:54,"(418176742835, 94557879959)"
4535889,STC::STC,STAR::STAR,0x2370df831df9220a9814f484893c97fe,add_liquidity,2022/3/5 10:58,"(20988879731815, 86611571100522)"
4535896,STC::STC,FAI::FAI,0x61946b015582a4d72d26d15d7af78cc0,add_liquidity,2022/3/5 10:59,"(13143521854185, 1234000000000)"
4535910,STC::STC,STAR::STAR,0x236e3246c470de88dcf2657579d0ad60,add_liquidity,2022/3/5 11:00,"(2417995009258, 10000000000000)"
4535923,STC::STC,STAR::STAR,0x236e3246c470de88dcf2657579d0ad60,add_liquidity,2022/3/5 11:01,"(860196006109, 3559000000000)"
4535936,STC::STC,FAI::FAI,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,add_liquidity,2022/3/5 11:02,"(19109430327558, 1763041953913)"
4535994,STC::STC,FAI::FAI,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,add_liquidity,2022/3/5 11:07,"(10188563277269, 940000000001)"
4535999,STC::STC,STAR::STAR,0x6b1a630efa3620b1983032313e40d7bb,add_liquidity,2022/3/5 11:07,"(452000000000, 1860084930319)"
4536013,STC::STC,STAR::STAR,0x6b1a630efa3620b1983032313e40d7bb,add_liquidity,2022/3/5 11:09,"(68756976069844, 207901158266915)"
4536038,STC::STC,STAR::STAR,0xe6518350bdca03bf8bf463b76936981b,add_liquidity,2022/3/5 11:11,"(32906881902, 100000000000)"
4536054,STC::STC,FAI::FAI,0x5838b8241c7f85e8d1445ff0154366c3,add_liquidity,2022/3/5 11:12,"(7587239217377, 700000000000)"
4536056,STC::STC,STAR::STAR,0x4d676da54966d8f7c6c976df744c7472,add_liquidity,2022/3/5 11:12,"(1444000000000, 4420496254491)"
4536091,STC::STC,FAI::FAI,0xc0f4f25c4b2f453f52d66f23e54f8a2f,add_liquidity,2022/3/5 11:15,"(7587241266735, 700000000000)"
4536091,STC::STC,FAI::FAI,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,add_liquidity,2022/3/5 11:15,"(74788521057830, 6900000000001)"
4536112,STC::STC,FAI::FAI,0xe10d2a152e9cb36e1d4d4a5edbdc39eb,add_liquidity,2022/3/5 11:17,"(7839603846511, 700000000000)"
4536112,STC::STC,FAI::FAI,0x914a322d5a180e3a0e8f2c076b1e4751,add_liquidity,2022/3/5 11:17,"(38511700097511, 3438718409254)"
4536142,STC::STC,FAI::FAI,0x145667af479ac518c0ed88ac7188f5bb,add_liquidity,2022/3/5 11:19,"(7839603846511, 700000000000)"
4536218,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022/3/5 11:26,"(90000000000, 373905427312)"
4536219,STC::STC,STAR::STAR,0x5a5bdf7587386ed006fd17d375e54ce6,add_liquidity,2022/3/5 11:26,"(47477863440771, 197247009085689)"
4536255,STC::STC,STAR::STAR,0x44bc6adfdc1f718ed2014699b239f035,add_liquidity,2022/3/5 11:29,"(998883584580, 4134250128325)"
4536258,STC::STC,STAR::STAR,0xbb0604f4cae35139dbc4789d3fb98403,add_liquidity,2022/3/5 11:29,"(31435200436, 130106234044)"
4536263,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022/3/5 11:29,"(400000000000, 1655548331013)"
4536286,STC::STC,STAR::STAR,0x44bc6adfdc1f718ed2014699b239f035,add_liquidity,2022/3/5 11:31,"(319231997249, 1319673160175)"
4536303,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022/3/5 11:33,"(180000000000, 744102003802)"
4536319,STC::STC,STAR::STAR,0x288b1c32870b9478c2613576f28842ac,add_liquidity,2022/3/5 11:34,"(50000000000, 206695001056)"
4536330,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022/3/5 11:35,"(64216008035, 265000000000)"
4536406,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022/3/5 11:41,"(242340691523, 1000000000000)"
4536412,STC::STC,STAR::STAR,0x49d57f18095a3efab174a2ccbc225d14,add_liquidity,2022/3/5 11:42,"(1000000000000, 4126422160931)"
4536443,STC::STC,STAR::STAR,0xe8c1b784696130e121fa956caff0ace0,add_liquidity,2022/3/5 11:44,"(2423443148, 10000000000)"
4536477,STC::STC,STAR::STAR,0xe8c1b784696130e121fa956caff0ace0,add_liquidity,2022/3/5 11:47,"(7270872951, 30000000000)"
4536506,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022/3/5 11:50,"(3685103406833, 15000003165775)"
4536827,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022/3/5 12:17,"(4445713632, 20816997447)"
4536830,STC::STC,STAR::STAR,0xb87b11e72aaf8386d46052c371bb0455,add_liquidity,2022/3/5 12:17,"(10185618031409, 47694026668252)"
4536864,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022/3/5 12:20,"(99721222442, 466744875622)"
4536944,STC::STC,STAR::STAR,0xc2d50b7909392faa2a7b353675ce8ad9,add_liquidity,2022/3/5 12:26,"(2509359881590, 11622903444414)"
4536994,STC::STC,STAR::STAR,0xa2cc5860ce18bfa077a89a3c9b237b6a,add_liquidity,2022/3/5 12:31,"(526557279904, 2438918573290)"
4536999,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022/3/5 12:31,"(4487776436, 20786179987)"
4537088,STC::STC,STAR::STAR,0x0832ec2553244fe9607135d2d5e78d28,add_liquidity,2022/3/5 12:38,"(598935310636, 2767219344668)"
4537589,STC::STC,STAR::STAR,0x2c58cace2f326c8f833aa4d072ebebc3,add_liquidity,2022/3/5 13:21,"(3305946942276, 15306923654949)"
4537591,STC::STC,STAR::STAR,0x500ce92aafc82117f76d98a6a3d558ac,add_liquidity,2022/3/5 13:21,"(29719865210, 137606475772)"
4537660,STC::STC,FAI::FAI,0x2c58cace2f326c8f833aa4d072ebebc3,add_liquidity,2022/3/5 13:27,"(3587789550402, 323049995918)"
4538307,STC::STC,STAR::STAR,0x8c109349c6bd91411d6bc962e080c4a3,multiplier,2022/3/5 14:21,30
4538309,STC::STC,FAI::FAI,0x8c109349c6bd91411d6bc962e080c4a3,multiplier,2022/3/5 14:21,10
