block_num,sender,opt,opt_time,token_x,token_y,amount
4535668,0x9749fb17f65fe5f5b83ded7b69436582,stake,2022-03-05 10:39:51,STC::STC,STAR::STAR,45123695987089
4535704,0xe34fdec2d1dfc69064bb203b129818a3,stake,2022-03-05 10:42:48,STC::STC,STAR::STAR,2117723612902
4535742,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 10:46:22,STC::STC,FAI::FAI,2286681180
4535747,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 10:46:40,STC::STC,STAR::STAR,2576895119
4535751,0xe34fdec2d1dfc69064bb203b129818a3,stake,2022-03-05 10:47:02,STC::STC,STAR::STAR,8447256448120
4535760,0xb9c17e73f4d6eac8c88ba0f296fe4ce5,stake,2022-03-05 10:47:49,STC::STC,STAR::STAR,3600736869272
4535772,0x16c18267bc7066489b300ea431c08ee9,stake,2022-03-05 10:48:54,STC::STC,FAI::FAI,32632841618
4535785,0x236e3246c470de88dcf2657579d0ad60,stake,2022-03-05 10:50:06,STC::STC,FAI::FAI,225166607190009
4535814,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,stake,2022-03-05 10:52:29,STC::STC,STAR::STAR,1727522286912
4535829,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 10:53:36,STC::STC,FAI::FAI,1667298299
4535832,0xd4aebcce7cbac2c6823c073e4aaa5450,stake,2022-03-05 10:53:42,STC::STC,STAR::STAR,482901546817
