block_num,txn_hash,token_x,token_y,sender,opt,opt_time,amount_x,amount_y,real_x,real_y
4535889,0x0f2183261d2468911472df4bd76204fab6fad4b1fd4fef413a3202e1ce2be49d,STC::STC,STAR::STAR,0x2370df831df9220a9814f484893c97fe,add_liquidity,2022-03-05 10:58:35,20988879731815 ,86611571100522 ,20988.87973,86611.5711
4535896,0xe39b94c4a8980274b617ee354a7599a3987e953c8a87bd2223365c2937680773,STC::STC,FAI::FAI,0x61946b015582a4d72d26d15d7af78cc0,add_liquidity,2022-03-05 10:59:12,13143521854185 ,1234000000000 ,13143.52185,1234
4535910,0xf2c9fa9588350dd221d1e1121505fc22468f63df7ab56babafaac1510d8d07e6,STC::STC,STAR::STAR,0x236e3246c470de88dcf2657579d0ad60,add_liquidity,2022-03-05 11:00:28,2417995009258 ,10000000000000 ,2417.995009,10000
4535923,0xbc4661d49d5bf53bb7475322040b640e39c17209545b03665269137ff3bc14d3,STC::STC,STAR::STAR,0x236e3246c470de88dcf2657579d0ad60,add_liquidity,2022-03-05 11:01:32,860196006109 ,3559000000000 ,860.1960061,3559
4535936,0x1d36756e34f304a9f43a56b9391f855fd723d5269abf26ffeb7dc364aaefb37a,STC::STC,FAI::FAI,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,add_liquidity,2022-03-05 11:02:43,19109430327558 ,1763041953913 ,19109.43033,1763.041954
4535994,0xb4fcd22cd75212cab1f8ad82bb4f5c849803d53ab3b53bc42da49109998ca592,STC::STC,FAI::FAI,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,add_liquidity,2022-03-05 11:07:26,10188563277269 ,940000000001 ,10188.56328,940
4535999,0x7060d546c1e9e513512a8bf1328b94206b8585e3fde9a3cc6db0e881ec68f5a4,STC::STC,STAR::STAR,0x6b1a630efa3620b1983032313e40d7bb,add_liquidity,2022-03-05 11:07:45,452000000000 ,1860084930319 ,452,1860.08493
4536013,0xf35eb131abdf0a36e371df58bb093b58fb13b39e3bc25b0728c4c46d0512fb99,STC::STC,STAR::STAR,0x6b1a630efa3620b1983032313e40d7bb,add_liquidity,2022-03-05 11:09:08,68756976069844 ,207901158266915 ,68756.97607,207901.1583
4536035,0xc5dfa8547d835de8cd4465db92c7fcde615c2e2b689e7f285ddd26c233ec9a0b,STC::STC,STAR::STAR,0xb9c17e73f4d6eac8c88ba0f296fe4ce5,remove_liquidity,2022-03-05 11:10:49,-2069452641643 ,-6288814138509 ,-2069.452642,-6288.814139
4536038,0xc404004cd1877b1bbf4eb19114f18a1686e5df36146402b8e9c4c5ab25bd80ea,STC::STC,STAR::STAR,0xe6518350bdca03bf8bf463b76936981b,add_liquidity,2022-03-05 11:11:07,32906881902 ,100000000000 ,32.9068819,100
4536054,0xd20bd7d56d50023dea2480ef3f00aec95cff0a488cf036bcaa1a4e534a181f0c,STC::STC,FAI::FAI,0x5838b8241c7f85e8d1445ff0154366c3,add_liquidity,2022-03-05 11:12:33,7587239217377 ,700000000000 ,7587.239217,700
4536056,0x945e4b8cdd3b034463a67b8be4510656b15b63b060faf22a1c78c09ed12dba53,STC::STC,STAR::STAR,0x4d676da54966d8f7c6c976df744c7472,add_liquidity,2022-03-05 11:12:40,1444000000000 ,4420496254491 ,1444,4420.496254
4536091,0xe1ae151450734422f4515965a866ad0a179158897a273413db745ba2974ec167,STC::STC,FAI::FAI,0xc0f4f25c4b2f453f52d66f23e54f8a2f,add_liquidity,2022-03-05 11:15:41,7587241266735 ,700000000000 ,7587.241267,700
4536091,0x356e4093c927206e236f8886c3c3a5c339002d9fbb81a2a7a6a14692de63362c,STC::STC,FAI::FAI,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,add_liquidity,2022-03-05 11:15:41,74788521057830 ,6900000000001 ,74788.52106,6900
4536112,0x142f9596a1b0b8b0951242da90c98828bbbf776e0836026841f73308a98885b8,STC::STC,FAI::FAI,0xe10d2a152e9cb36e1d4d4a5edbdc39eb,add_liquidity,2022-03-05 11:17:16,7839603846511 ,700000000000 ,7839.603847,700
4536112,0xe35d257b62254774cfde8e2ea24f5d8804489aae075a101846bc3ad3e0ea8d3a,STC::STC,FAI::FAI,0x914a322d5a180e3a0e8f2c076b1e4751,add_liquidity,2022-03-05 11:17:16,38511700097511 ,3438718409254 ,38511.7001,3438.718409
4536142,0x78cb3641509bea84227e32d7836d8e4d049b058748c411e583e84ff9273307dc,STC::STC,FAI::FAI,0x145667af479ac518c0ed88ac7188f5bb,add_liquidity,2022-03-05 11:19:38,7839603846511 ,700000000000 ,7839.603847,700
4536218,0x4bcb59e30d4084a1ff0450dc2d589e005d1dbb7888e250288054ace244329e29,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022-03-05 11:26:08,90000000000 ,373905427312 ,90,373.9054273
4536219,0xf30778f4dc0eea043d7c3b565612a18953ed970024657c6134bf957ac7ffb386,STC::STC,STAR::STAR,0x5a5bdf7587386ed006fd17d375e54ce6,add_liquidity,2022-03-05 11:26:10,47477863440771 ,197247009085689 ,47477.86344,197247.0091
4536255,0xa90f5dfdb75c1d73ed55c68f5e67d6d3d9c0fa1ea6f0575ca39066f7d75728b7,STC::STC,STAR::STAR,0x44bc6adfdc1f718ed2014699b239f035,add_liquidity,2022-03-05 11:29:10,998883584580 ,4134250128325 ,998.8835846,4134.250128
4536258,0xa614ef4927c0eb9b51fd2a14e50fd1e4ecf8655b2c69aa335a8d6adaa242dda6,STC::STC,STAR::STAR,0xbb0604f4cae35139dbc4789d3fb98403,add_liquidity,2022-03-05 11:29:25,31435200436 ,130106234044 ,31.43520044,130.106234
4536263,0x9a604b78f0ca726771ff34d7305e498048a047069cd2f1165b462a44f14fb421,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022-03-05 11:29:56,400000000000 ,1655548331013 ,400,1655.548331
4536286,0x5a248737887bc20d359bb4fa0ce3be342da0a57d6ba2f892784a70a1fe704753,STC::STC,STAR::STAR,0x44bc6adfdc1f718ed2014699b239f035,add_liquidity,2022-03-05 11:31:53,319231997249 ,1319673160175 ,319.2319972,1319.67316
4536303,0xbde872f1bfb4e9f9fdf849f4d891b7f67cfdc214cd73b14c774ca92d9d6f35fb,STC::STC,STAR::STAR,0xa86c0fdd86072f8a4a36c1eb756defec,add_liquidity,2022-03-05 11:33:07,180000000000 ,744102003802 ,180,744.1020038
4536319,0xeb6e88856c6c635f040fc579b91f354a10a31190026f0d2b325e9920e8ede442,STC::STC,STAR::STAR,0x288b1c32870b9478c2613576f28842ac,add_liquidity,2022-03-05 11:34:36,50000000000 ,206695001056 ,50,206.6950011
4536330,0x4ee6fb23b8c49f03ded32476ff566af4a5da2f7e9424017b3b4e224b26b99656,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022-03-05 11:35:22,64216008035 ,265000000000 ,64.21600804,265
4536406,0x231a0e885951815f966efbb73017782f1f30c90dce04d5ecf1534ae67ef3ce57,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022-03-05 11:41:55,242340691523 ,1000000000000 ,242.3406915,1000
4536412,0x18f9a545de00b405dbbd3b069e27bfeafb9abb7f16d68369ed9d7b44a60b760a,STC::STC,STAR::STAR,0x49d57f18095a3efab174a2ccbc225d14,add_liquidity,2022-03-05 11:42:28,1000000000000 ,4126422160931 ,1000,4126.422161
4536443,0x9d925fe9fae9690da6e3ff48c54c734b35363e8326c91ca4bd824fe128205a36,STC::STC,STAR::STAR,0xe8c1b784696130e121fa956caff0ace0,add_liquidity,2022-03-05 11:44:40,2423443148 ,10000000000 ,2.423443148,10
4536477,0x6f3698b2142b684127c1de9a291c469ce4d7a4a5b06f3ef53796fb3a7bd5c362,STC::STC,STAR::STAR,0xe8c1b784696130e121fa956caff0ace0,add_liquidity,2022-03-05 11:47:18,7270872951 ,30000000000 ,7.270872951,30
4536506,0x1d222fea2aa1d9be7bf1270843f9214be6f80be9a3e2fd4fd6ffd95e944ce54c,STC::STC,STAR::STAR,0xb1f940f2b8171c0b44dee9e2534e753f,add_liquidity,2022-03-05 11:50:14,3685103406833 ,15000003165775 ,3685.103407,15000.00317
4536577,0xff34ba7bbe0f6018166b9f36be8ddcecab6ebe8d4856599903ebb0d3189017f0,STC::STC,STAR::STAR,0x5a5bdf7587386ed006fd17d375e54ce6,remove_liquidity,2022-03-05 11:55:58,-48887228239017 ,-198992673310423 ,-48887.22824,-198992.6733
4536827,0x982b1ad2649ad0e8872bc07b1878390d39a8c37fa4e3ae37188c1736e317d377,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022-03-05 12:17:14,4445713632 ,20816997447 ,4.445713632,20.81699745
4536830,0x4d2f66bce03fea7797644515b4e282f83cddc20604f4408212f7f64819c913ae,STC::STC,STAR::STAR,0xb87b11e72aaf8386d46052c371bb0455,add_liquidity,2022-03-05 12:17:29,10185618031409 ,47694026668252 ,10185.61803,47694.02667
4536857,0x0966d1bac3c62c722886b115a72cc5d65e2533f013ed29d613bf7527a0c4b26b,STC::STC,FAI::FAI,0x08bf0cd79c484514cca26af5277f2310,remove_liquidity,2022-03-05 12:19:58,-5311005610683 ,-474229023378 ,-5311.005611,-474.2290234
4536864,0x6833e354e01f73da84e67db9e955c001adc3fd0a88e42c9a30fcdf04c3c944e5,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022-03-05 12:20:35,99721222442 ,466744875622 ,99.72122244,466.7448756
4536944,0x9934d44c359aaa0e0fc91bf2ddcb4176b04aac96c029a6a71c45ab6f30e8c7ff,STC::STC,STAR::STAR,0xc2d50b7909392faa2a7b353675ce8ad9,add_liquidity,2022-03-05 12:26:52,2509359881590 ,11622903444414 ,2509.359882,11622.90344
4536994,0x87479d30a5ec3414719a04d53758b8aad031c5cbeed2c818de5ef8355f465958,STC::STC,STAR::STAR,0xa2cc5860ce18bfa077a89a3c9b237b6a,add_liquidity,2022-03-05 12:31:14,526557279904 ,2438918573290 ,526.5572799,2438.918573
4536999,0x43bf8d2ad094184de8948dfd69ea6cba258e774db4d8ecc134cbe3570439a43f,STC::STC,STAR::STAR,0xbd36e5eff5b7840b4643d81db05409b0,add_liquidity,2022-03-05 12:31:34,4487776436 ,20786179987 ,4.487776436,20.78617999
4537005,0x5ff72c21809fc171f4a74fafefbe7c802bb983d7f824e5e911775e3b58668554,STC::STC,FAI::FAI,0x16c18267bc7066489b300ea431c08ee9,remove_liquidity,2022-03-05 12:32:12,-108979227412 ,-9774228683 ,-108.9792274,-9.774228683
4537053,0xc439d7ac76d6391b69d65fef6e59a1750f26c28bc6f45fb9d010b870c4961de7,STC::STC,FAI::FAI,0x5d2b0cd44dd24ab3c4f490dad0f1189d,remove_liquidity,2022-03-05 12:36:17,-5182342824902 ,-464798706023 ,-5182.342825,-464.798706
4537088,0xfc086765341ba12367931aa0f24611d10b746e4084ee5b8b89b1b250fc33866c,STC::STC,STAR::STAR,0x0832ec2553244fe9607135d2d5e78d28,add_liquidity,2022-03-05 12:38:58,598935310636 ,2767219344668 ,598.9353106,2767.219345
4537163,0xd6bde46ee2aedfb7efad67f3b7a3db89ca05fd7c45eba23ef3c0e54176c8b39d,STC::STC,FAI::FAI,0x0a6fbf3d68c68a0676e5ae90f180668a,remove_liquidity,2022-03-05 12:45:07,-4160897870546 ,-374813261049 ,-4160.897871,-374.813261
4537174,0x1175cc4dd6eaf53eaa997a7df3d371de2da0785a7c7e1edb4a41c60019662ac8,STC::STC,STAR::STAR,0x0a6fbf3d68c68a0676e5ae90f180668a,remove_liquidity,2022-03-05 12:46:06,-19768143672 ,-91521135697 ,-19.76814367,-91.5211357
4537407,0xe5a8e6a199f32b1eb9a41486e36b33431322138030aa4680791ca8c5a0496ce3,STC::STC,FAI::FAI,0xfaadbe019f379e850e5aceb4a68c4aaa,remove_liquidity,2022-03-05 13:06:13,-8914520779016 ,-803019133810 ,-8914.520779,-803.0191338
4537589,0x052c61d0e9ca65783dfbb5da1e71124e5c70ba4647d3b6118728f6e82c6b5fc7,STC::STC,STAR::STAR,0x2c58cace2f326c8f833aa4d072ebebc3,add_liquidity,2022-03-05 13:21:20,3305946942276 ,15306923654949 ,3305.946942,15306.92365
4537591,0xfbc403068dbd53c5efe3e5c76e1409d297ecfab2fad2ad54522c6ecba01d12b4,STC::STC,STAR::STAR,0x500ce92aafc82117f76d98a6a3d558ac,add_liquidity,2022-03-05 13:21:24,29719865210 ,137606475772 ,29.71986521,137.6064758
4537660,0xc9413f182a8f4842070e0153f6ba18c8153a456383817baef12b05513249ded2,STC::STC,FAI::FAI,0x2c58cace2f326c8f833aa4d072ebebc3,add_liquidity,2022-03-05 13:27:26,3587789550402 ,323049995918 ,3587.78955,323.0499959
